,stem,total,density,height,basediameter,timepoints,species,plantedyear,plantedtype
898,0.295,0.310697218,249,32,0.1695,4,wheat,2011,mixture
899,0.718,0.77160619,249,40,0.264,4,wheat,2011,mixture
900,0.391,0.506133369,249,28,0.244,4,wheat,2011,mixture
901,0.356,0.47473546,249,32,0.2195,4,wheat,2011,mixture
902,0.455,0.92213911,545,51,0.208,4,flax,2011,mixture
903,0.148,0.250084114,545,32,0.1185,4,flax,2011,mixture
904,0.218,0.435244363,545,37,0.1545,4,flax,2011,mixture
905,0.037,0.098254976,545,19,0.087,4,flax,2011,mixture
906,0.083,0.189010498,545,31,0.1015,4,flax,2011,mixture
907,0.234,0.416593131,218,37,0.1885,4,wheat,2011,mixture
908,0.283,0.54649595,218,31,0.243,4,wheat,2011,mixture
909,0.247,0.323576204,218,41,0.1535,4,wheat,2011,mixture
910,0.308,0.42140437,218,33,0.201,4,wheat,2011,mixture
911,0.251,0.518366955,218,44,0.1975,4,wheat,2011,mixture
912,0.879,2.301674101,1022,48,0.3745,4,flax,2011,mixture
913,0.669,1.126911429,1022,46,0.2475,4,flax,2011,mixture
914,0.108,0.207052813,1022,33,0.104,4,flax,2011,mixture
915,0.133,0.34427263,1022,32,0.144,4,flax,2011,mixture
916,0.042,0.095802192,1022,20,0.0835,4,flax,2011,mixture
917,0.132,0.303485208,1022,35,0.1275,4,flax,2011,mixture
918,0.492,1.04867651,1022,43,0.245,4,flax,2011,mixture
919,0.139,0.389151813,1022,29,0.163,4,flax,2011,mixture
920,0.119,0.240002055,1022,35,0.1105,4,flax,2011,mixture
921,0.049,0.202081863,1022,22,0.1255,4,flax,2011,mixture
922,0.379,0.476516748,143,23,0.2595,4,wheat,2011,mixture
923,0.175,0.204139011,143,24,0.1515,4,wheat,2011,mixture
924,0.25,0.533646552,143,31,0.2395,4,wheat,2011,mixture
925,0.381,0.515215544,143,39,0.209,4,wheat,2011,mixture
926,0.298,0.422695057,143,42,0.1785,4,wheat,2011,mixture
927,0.219,0.305647359,143,31,0.1705,4,wheat,2011,mixture
928,0.284,0.416259211,143,33,0.1995,4,wheat,2011,mixture
929,0.192,0.274196822,143,46,0.131,4,wheat,2011,mixture
930,0.604,0.650734474,143,43,0.2295,4,wheat,2011,mixture
931,0.306,0.41329754,143,21,0.249,4,wheat,2011,mixture
932,0.235,0.392070532,723,33,0.1535,4,flax,2011,mixture
933,0.064,0.142928727,723,21,0.104,4,flax,2011,mixture
934,0.806,1.863628805,723,42,0.352,4,flax,2011,mixture
935,0.234,0.465773148,723,33,0.1705,4,flax,2011,mixture
936,0.121,0.276285455,723,33,0.124,4,flax,2011,mixture
937,0.101,0.206096688,723,31,0.107,4,flax,2011,mixture
938,0.053,0.082146763,723,25,0.068,4,flax,2011,mixture
939,0.1,0.324441139,723,22,0.1675,4,flax,2011,mixture
940,0.037,0.040907346,723,21,0.0485,4,flax,2011,mixture
941,0.228,0.423754113,723,37,0.152,4,flax,2011,mixture
942,0.168,0.252773944,838,34,0.145,4,wheat,2011,mixture
943,0.057,0.022582839,838,29,0.036,4,wheat,2011,mixture
944,0.244,0.373373184,838,41,0.1675,4,wheat,2011,mixture
945,0.109,0.018913715,838,36,0.029,4,wheat,2011,mixture
946,0.098,0.112829901,838,27,0.0995,4,wheat,2011,mixture
947,0.237,0.319379983,838,44,0.147,4,wheat,2011,mixture
948,0.215,0.163098163,838,38,0.105,4,wheat,2011,mixture
949,0.105,0.034658477,838,32,0.0445,4,wheat,2011,mixture
950,0.112,0.022531091,838,39,0.031,4,wheat,2011,mixture
951,0.07,0.012267021,838,31,0.024,4,wheat,2011,mixture
952,0.037,0.054982229,1798,23,0.0555,4,flax,2011,mixture
953,0.02,0.04971481,1798,18,0.059,4,flax,2011,mixture
954,0.249,0.460064911,1798,42,0.15,4,flax,2011,mixture
955,1.339,2.809876888,1798,53,0.4025,4,flax,2011,mixture
956,0.047,0.082146763,1798,25,0.068,4,flax,2011,mixture
957,0.059,0.130975159,1798,30,0.0825,4,flax,2011,mixture
958,0.031,0.11600456,1798,23,0.0875,4,flax,2011,mixture
959,0.052,0.110553963,1798,25,0.0815,4,flax,2011,mixture
960,0.026,0.019649973,1798,18,0.0335,4,flax,2011,mixture
961,0.087,0.13053672,1798,33,0.0785,4,flax,2011,mixture
962,0.607,0.75614051,431,43,0.2515,4,wheat,2011,mixture
963,0.186,0.136315284,431,33,0.101,4,wheat,2011,mixture
964,0.381,0.36941942,431,43,0.1625,4,wheat,2011,mixture
965,0.228,0.314352386,431,28,0.1825,4,wheat,2011,mixture
966,0.181,0.201136055,431,28,0.139,4,wheat,2011,mixture
967,0.261,0.282830843,431,46,0.1335,4,wheat,2011,mixture
968,0.636,0.812776932,431,52,0.239,4,wheat,2011,mixture
969,0.198,0.211668839,431,41,0.1185,4,wheat,2011,mixture
970,0.205,0.230049365,431,38,0.1295,4,wheat,2011,mixture
971,0.607,0.899212867,431,36,0.3055,4,wheat,2011,mixture
972,0.938,2.525821042,256,51,0.3845,4,flax,2011,mixture
973,0.315,0.607348403,256,49,0.1645,4,flax,2011,mixture
974,0.203,0.448691503,256,43,0.146,4,flax,2011,mixture
975,0.033,0.124704656,256,22,0.0935,4,flax,2011,mixture
976,0.103,0.231859634,256,39,0.1025,4,flax,2011,mixture
977,1.019,1.422604142,100,56,0.324,4,wheat,2011,mixture
978,0.459,0.614856886,100,37,0.239,4,wheat,2011,mixture
979,0.458,0.706889339,100,52,0.2195,4,wheat,2011,mixture
980,0.746,1.307489254,100,49,0.329,4,wheat,2011,mixture
981,0.352,0.756909414,100,45,0.246,4,wheat,2011,mixture
982,0.143,0.2468831,598,39,0.1065,4,flax,2011,mixture
983,0.577,1.367573516,598,51,0.2645,4,flax,2011,mixture
984,0.457,0.90708396,598,53,0.202,4,flax,2011,mixture
985,0.178,0.304733486,598,44,0.114,4,flax,2011,mixture
986,0.358,0.599860541,598,46,0.1685,4,flax,2011,mixture
987,0.153,0.254590752,166,43,0.1295,4,wheat,2011,mixture
988,0.276,0.36706334,166,46,0.1565,4,wheat,2011,mixture
989,0.492,0.707108432,166,45,0.236,4,wheat,2011,mixture
990,0.339,0.545193717,166,49,0.193,4,wheat,2011,mixture
991,1.216,1.120524387,166,65,0.26,4,wheat,2011,mixture
992,0.081,0.144243969,734,30,0.0875,4,flax,2011,mixture
993,0.276,0.476870168,734,46,0.1465,4,flax,2011,mixture
994,0.3,0.547751902,734,44,0.163,4,flax,2011,mixture
995,0.372,0.653420065,734,49,0.172,4,flax,2011,mixture
996,0.256,0.463121132,734,45,0.1455,4,flax,2011,mixture
997,0.868,1.186269751,310,46,0.32,4,wheat,2011,mixture
998,0.433,0.70247353,310,47,0.23,4,wheat,2011,mixture
999,0.644,0.803267084,310,39,0.274,4,wheat,2011,mixture
1000,0.642,1.28067177,310,45,0.339,4,wheat,2011,mixture
1001,0.201,0.221768957,310,32,0.138,4,wheat,2011,mixture
1002,0.198,0.343173325,1657,36,0.1355,4,flax,2011,mixture
1003,0.142,0.288046644,1657,39,0.117,4,flax,2011,mixture
1004,0.082,0.18186332,1657,36,0.092,4,flax,2011,mixture
1005,0.049,0.048334525,1657,28,0.0465,4,flax,2011,mixture
1006,0.179,0.409208628,1657,32,0.16,4,flax,2011,mixture
1007,0.075,0.2190687,1657,27,0.119,4,flax,2011,mixture
1008,0.306,0.575577018,1657,44,0.168,4,flax,2011,mixture
1009,0.163,0.393440051,1657,39,0.1415,4,flax,2011,mixture
1010,0.386,0.888689905,1657,45,0.2165,4,flax,2011,mixture
1011,0.03,0.065263465,1657,22,0.063,4,flax,2011,mixture
1012,0.875,1.120815983,121,42,0.3235,4,wheat,2011,mixture
1013,0.208,0.18154608,121,34,0.1185,4,wheat,2011,mixture
1014,0.325,0.353587223,121,25,0.2075,4,wheat,2011,mixture
1015,0.509,0.697880804,121,43,0.2395,4,wheat,2011,mixture
1016,0.212,0.371910002,121,45,0.1595,4,wheat,2011,mixture
1017,0.256,0.402597246,1399,33,0.156,4,flax,2011,mixture
1018,0.105,0.252611411,1399,39,0.108,4,flax,2011,mixture
1019,0.107,0.205594916,1399,38,0.0965,4,flax,2011,mixture
1020,0.091,0.202929961,1399,39,0.0945,4,flax,2011,mixture
1021,0.123,0.327912173,1399,37,0.13,4,flax,2011,mixture
1022,0.197,0.418090219,1399,42,0.1415,4,flax,2011,mixture
1023,0.047,0.138486321,1399,25,0.0935,4,flax,2011,mixture
1024,0.15,0.266175935,1399,39,0.1115,4,flax,2011,mixture
1025,0.039,0.116765813,1399,24,0.086,4,flax,2011,mixture
1026,0.019,0.025257367,1399,19,0.038,4,flax,2011,mixture
1027,0.321,0.407438225,371,38,0.1835,4,wheat,2011,mixture
1028,0.63,0.66860561,371,36,0.255,4,wheat,2011,mixture
1029,0.39,0.517412262,371,29,0.243,4,wheat,2011,mixture
1030,0.127,0.352560564,371,21,0.226,4,wheat,2011,mixture
1031,0.206,0.278519545,371,36,0.1495,4,wheat,2011,mixture
1032,0.063,0.161013754,786,25,0.1025,4,flax,2011,mixture
1033,0.181,0.346962107,786,31,0.147,4,flax,2011,mixture
1034,0.101,0.210931416,786,26,0.1185,4,flax,2011,mixture
1035,0.09,0.153357736,786,25,0.0995,4,flax,2011,mixture
1036,0.055,0.102098433,786,18,0.0915,4,flax,2011,mixture
1037,0.26,0.449630485,786,39,0.1535,4,flax,2011,mixture
1038,0.107,0.177508208,786,29,0.101,4,flax,2011,mixture
1039,0.088,0.144255041,786,29,0.089,4,flax,2011,mixture
1040,0.042,0.078221815,786,16,0.0825,4,flax,2011,mixture
1041,0.172,0.342314368,786,32,0.1435,4,flax,2011,mixture
1042,0.183,0.197280813,678,37,0.1195,4,wheat,2011,mixture
1043,0.41,0.583028626,678,33,0.245,4,wheat,2011,mixture
1044,0.162,0.235848465,678,34,0.139,4,wheat,2011,mixture
1045,0.443,0.534038051,678,35,0.2255,4,wheat,2011,mixture
1046,0.322,0.417259952,678,35,0.194,4,wheat,2011,mixture
1047,0.135,0.093639241,678,26,0.0905,4,wheat,2011,mixture
1048,0.215,0.263928177,678,23,0.181,4,wheat,2011,mixture
1049,0.112,0.117519874,678,22,0.113,4,wheat,2011,mixture
1050,0.223,0.237800925,678,18,0.192,4,wheat,2011,mixture
1051,0.139,0.054873657,678,24,0.068,4,wheat,2011,mixture
1052,0.528,0.983598281,49,48.5,0.278,5,wheat,2011,mixture
1053,0.347,0.685891994,49,36,0.259,5,wheat,2011,mixture
1054,0.119,0.361826425,49,32,0.186,5,wheat,2011,mixture
1055,0.364,0.902836109,49,49,0.2625,5,wheat,2011,mixture
1056,0.286,0.526495004,49,46,0.195,5,wheat,2011,mixture
1057,0.523,0.833541758,49,32.5,0.307,5,wheat,2011,mixture
1058,0.492,0.836584976,49,26,0.344,5,wheat,2011,mixture
1059,0.618,0.93201877,49,37,0.308,5,wheat,2011,mixture
1060,0.423,0.523199226,49,25,0.2635,5,wheat,2011,mixture
1061,0.337,0.389390454,49,38,0.1785,5,wheat,2011,mixture
1062,0.622,1.084027492,54,55,0.277,5,wheat,2011,mixture
1063,0.561,1.438285162,54,58,0.3205,5,wheat,2011,mixture
1064,0.659,1.083962827,54,48,0.2965,5,wheat,2011,mixture
1065,0.596,0.897788556,54,46,0.27,5,wheat,2011,mixture
1066,0.489,1.313066948,54,57.5,0.3045,5,wheat,2011,mixture
1067,0.624,1.352927173,54,53,0.323,5,wheat,2011,mixture
1068,0.371,0.680674652,54,52,0.2145,5,wheat,2011,mixture
1069,0.526,0.632129621,54,46,0.218,5,wheat,2011,mixture
1070,0.649,0.515037971,54,43,0.199,5,wheat,2011,mixture
1071,0.55,0.598040025,54,47,0.2085,5,wheat,2011,mixture
1072,1.049,2.691481205,237,62,0.3625,5,flax,2011,mixture
1073,0.372,1.032047679,237,50,0.225,5,flax,2011,mixture
1074,0.416,1.068124976,237,51,0.2275,5,flax,2011,mixture
1075,0.538,1.371034245,237,43,0.2885,5,flax,2011,mixture
1076,0.656,0.867486921,237,41,0.2235,5,flax,2011,mixture
1077,0.573,0.924886075,109,38,0.3025,5,wheat,2011,mixture
1078,0.287,0.685822648,109,33,0.2705,5,wheat,2011,mixture
1079,0.816,1.171098866,109,60,0.278,5,wheat,2011,mixture
1080,0.675,0.691589575,109,42,0.241,5,wheat,2011,mixture
1081,0.365,0.246379299,109,31,0.1495,5,wheat,2011,mixture
1082,0.548,1.194119378,435,48,0.251,5,flax,2011,mixture
1083,0.414,1.393426937,435,37.5,0.312,5,flax,2011,mixture
1084,0.571,1.312336189,435,50,0.2605,5,flax,2011,mixture
1085,0.421,0.844886444,435,39,0.2255,5,flax,2011,mixture
1086,0.624,0.85252822,435,36,0.236,5,flax,2011,mixture
1087,0.624,1.241759954,59,51,0.3125,5,wheat,2011,mixture
1088,0.323,0.620464747,59,48,0.211,5,wheat,2011,mixture
1089,0.694,0.918930726,59,49.5,0.264,5,wheat,2011,mixture
1090,0.624,0.511204982,59,36,0.2165,5,wheat,2011,mixture
1091,0.528,0.585726339,59,32,0.2495,5,wheat,2011,mixture
1092,0.347,0.942855911,573,46,0.222,5,flax,2011,mixture
1093,0.84,1.423330764,573,49,0.2765,5,flax,2011,mixture
1094,0.434,0.977229386,573,44,0.232,5,flax,2011,mixture
1095,0.254,0.749983386,573,32,0.2315,5,flax,2011,mixture
1096,0.319,0.629824963,573,35,0.199,5,flax,2011,mixture
1097,0.548,1.028009058,124,51,0.2785,5,wheat,2011,mixture
1098,0.361,0.867265932,124,40,0.2835,5,wheat,2011,mixture
1099,0.282,0.729311479,124,40.5,0.2535,5,wheat,2011,mixture
1100,0.634,0.62663427,124,39,0.2355,5,wheat,2011,mixture
1101,0.519,0.43363266,124,41,0.1835,5,wheat,2011,mixture
1102,0.214,1.050885194,529,74,0.187,5,flax,2011,mixture
1103,0.177,0.569162949,529,40,0.175,5,flax,2011,mixture
1104,0.141,0.471388043,529,40,0.156,5,flax,2011,mixture
1105,0.423,0.717078722,529,41,0.199,5,flax,2011,mixture
1106,0.51,0.956591272,529,44,0.229,5,flax,2011,mixture
1107,0.218,0.488061421,529,31,0.181,5,flax,2011,mixture
1108,0.067,0.379411462,529,29,0.1605,5,flax,2011,mixture
1109,0.163,0.300178007,529,34,0.1285,5,flax,2011,mixture
1110,0.085,0.447202032,529,35,0.1615,5,flax,2011,mixture
1111,0.054,0.320238085,529,27,0.15,5,flax,2011,mixture
1112,0.624,1.196157681,165,52,0.3025,5,wheat,2011,mixture
1113,0.427,0.832578444,165,54,0.238,5,wheat,2011,mixture
1114,0.743,1.155519171,165,55,0.288,5,wheat,2011,mixture
1115,0.523,0.602178365,165,51,0.201,5,wheat,2011,mixture
1116,0.371,1.046527813,165,60.5,0.2585,5,wheat,2011,mixture
1117,0.76,0.434896494,165,43,0.1795,5,wheat,2011,mixture
1118,0.519,0.323138817,165,35,0.166,5,wheat,2011,mixture
1119,0.627,0.801741527,165,46,0.252,5,wheat,2011,mixture
1120,0.837,0.736596964,165,47.5,0.2355,5,wheat,2011,mixture
1121,0.332,0.276627496,165,33,0.1555,5,wheat,2011,mixture
1122,0.227,0.746518422,1267,42,0.2015,5,flax,2011,mixture
1123,0.152,0.467819251,1267,35,0.166,5,flax,2011,mixture
1124,0.075,0.300178007,1267,34,0.1285,5,flax,2011,mixture
1125,0.062,0.421867123,1267,32,0.163,5,flax,2011,mixture
1126,0.165,0.295518655,1267,30,0.1355,5,flax,2011,mixture
1127,0.273,0.378448644,1267,34,0.148,5,flax,2011,mixture
1128,0.089,0.372725801,1267,36,0.1425,5,flax,2011,mixture
1129,0.059,0.368475533,1267,35.5,0.1425,5,flax,2011,mixture
1130,0.341,0.305946041,1267,34,0.13,5,flax,2011,mixture
1131,0.087,0.527935348,1267,38,0.1715,5,flax,2011,mixture
1132,0.213,0.520203172,1052,48,0.1895,5,wheat,2011,mixture
1133,0.268,0.480304331,1052,48,0.1805,5,wheat,2011,mixture
1134,0.29,0.523630483,1052,45,0.1965,5,wheat,2011,mixture
1135,0.287,0.825512972,1052,56,0.2325,5,wheat,2011,mixture
1136,0.237,0.423866653,1052,37,0.1905,5,wheat,2011,mixture
1137,0.216,0.758008706,1052,44,0.249,5,wheat,2011,mixture
1138,0.235,0.58463569,1052,45.5,0.209,5,wheat,2011,mixture
1139,0.167,0.242948133,1052,35,0.1395,5,wheat,2011,mixture
1140,0.358,0.289933615,1052,32,0.1625,5,wheat,2011,mixture
1141,0.229,0.480593683,1052,36,0.2085,5,wheat,2011,mixture
1142,0.07,0.307816968,1289,32,0.1345,5,flax,2011,mixture
1143,0.148,0.398010366,1289,39,0.1425,5,flax,2011,mixture
1144,0.137,0.419191662,1289,37,0.151,5,flax,2011,mixture
1145,0.156,0.287445249,1289,32,0.129,5,flax,2011,mixture
1146,0.341,0.152315263,1289,29,0.092,5,flax,2011,mixture
1147,0.125,0.37217864,1289,34,0.1465,5,flax,2011,mixture
1148,0.089,0.287214619,1289,31,0.131,5,flax,2011,mixture
1149,0.046,0.431418185,1289,35,0.158,5,flax,2011,mixture
1150,0.059,0.264077376,1289,32,0.1225,5,flax,2011,mixture
1151,0.082,0.181032604,1289,30,0.1005,5,flax,2011,mixture
1152,0.292,0.421010112,203,32,0.204,5,wheat,2011,mixture
1153,0.295,0.471467516,203,35,0.209,5,wheat,2011,mixture
1154,0.306,0.560593138,203,29.5,0.253,5,wheat,2011,mixture
1155,0.267,0.235661137,203,31,0.1455,5,wheat,2011,mixture
1156,0.315,0.257076564,203,34,0.1465,5,wheat,2011,mixture
1157,0.216,0.16794305,203,26.5,0.128,5,wheat,2011,mixture
1158,0.309,0.451395966,203,34,0.2065,5,wheat,2011,mixture
1159,0.209,0.20653727,203,25,0.1495,5,wheat,2011,mixture
1160,0.224,0.16387986,203,21.5,0.14,5,wheat,2011,mixture
1161,0.137,0.183947569,203,22,0.1485,5,wheat,2011,mixture
1162,0.659,0.974900722,49,53,0.2645,5,wheat,2011,mixture
1163,0.561,0.849932372,49,51,0.248,5,wheat,2011,mixture
1164,0.703,0.981035624,49,48,0.279,5,wheat,2011,mixture
1165,0.639,1.100163097,49,56,0.277,5,wheat,2011,mixture
1166,0.831,0.939051139,49,52,0.261,5,wheat,2011,mixture
1167,0.797,1.388358928,49,59,0.311,5,wheat,2011,mixture
1168,0.937,0.935955402,49,56,0.251,5,wheat,2011,mixture
1169,0.865,1.208565495,49,58.5,0.287,5,wheat,2011,mixture
1170,0.732,1.111493933,49,56.5,0.2775,5,wheat,2011,mixture
1171,0.917,1.786647975,49,63,0.351,5,wheat,2011,mixture
1172,0.56,1.012271841,93,46,0.2905,5,wheat,2011,mixture
1173,0.276,0.53467856,93,41,0.2085,5,wheat,2011,mixture
1174,0.528,0.806249083,93,49,0.245,5,wheat,2011,mixture
1175,0.56,1.152230979,93,55,0.2875,5,wheat,2011,mixture
1176,0.826,0.953833815,93,53,0.261,5,wheat,2011,mixture
1177,0.493,0.725982854,93,45.5,0.2385,5,wheat,2011,mixture
1178,0.672,0.741690627,93,42,0.2515,5,wheat,2011,mixture
1179,0.665,0.769970534,93,51,0.2335,5,wheat,2011,mixture
1180,0.378,0.718168802,93,53.5,0.2185,5,wheat,2011,mixture
1181,0.421,0.828426461,93,56,0.233,5,wheat,2011,mixture
1182,1.221,2.703925809,431,56,0.3825,5,flax,2011,mixture
1183,0.706,1.280081025,431,46,0.2675,5,flax,2011,mixture
1184,1.162,1.923992859,431,53,0.3195,5,flax,2011,mixture
1185,0.852,0.749627634,431,40,0.207,5,flax,2011,mixture
1186,1.167,0.678308856,431,37,0.2025,5,flax,2011,mixture
1187,0.362,0.814470229,119,41,0.2695,5,wheat,2011,mixture
1188,0.583,0.878781533,119,46,0.2665,5,wheat,2011,mixture
1189,0.509,0.751133731,119,51,0.23,5,wheat,2011,mixture
1190,0.612,0.882402368,119,51.5,0.2525,5,wheat,2011,mixture
1191,0.297,0.717483189,119,52,0.2215,5,wheat,2011,mixture
1192,0.433,1.022316784,529,51,0.2215,5,flax,2011,mixture
1193,0.642,1.575818611,529,45,0.307,5,flax,2011,mixture
1194,0.376,1.168272368,529,46,0.253,5,flax,2011,mixture
1195,0.657,0.632870402,529,34,0.2025,5,flax,2011,mixture
1196,0.734,0.472449983,529,35,0.167,5,flax,2011,mixture
1197,0.304,0.686001658,267,47.5,0.2255,5,wheat,2011,mixture
1198,0.74,1.285026242,267,66,0.2805,5,wheat,2011,mixture
1199,0.496,0.895358905,267,51,0.256,5,wheat,2011,mixture
1200,0.836,0.851904807,267,46,0.2615,5,wheat,2011,mixture
1201,0.523,0.520841565,267,37,0.216,5,wheat,2011,mixture
1202,0.403,1.058457803,534,48.5,0.232,5,flax,2011,mixture
1203,0.414,0.963451537,534,44,0.23,5,flax,2011,mixture
1204,0.521,1.192703229,534,43,0.265,5,flax,2011,mixture
1205,0.516,0.357948189,534,35,0.141,5,flax,2011,mixture
1206,0.349,0.33025392,534,30,0.145,5,flax,2011,mixture
1207,0.373,0.479396994,202,40,0.1975,5,wheat,2011,mixture
1208,0.218,0.437514932,202,41,0.1845,5,wheat,2011,mixture
1209,0.623,0.6622564,202,51,0.213,5,wheat,2011,mixture
1210,0.524,0.691955471,202,41,0.244,5,wheat,2011,mixture
1211,0.379,0.553359031,202,32,0.241,5,wheat,2011,mixture
1212,0.424,0.812956256,1006,42.5,0.211,5,flax,2011,mixture
1213,0.214,0.973093355,1006,38,0.249,5,flax,2011,mixture
1214,0.526,1.681467043,1006,44,0.323,5,flax,2011,mixture
1215,0.357,0.758556892,1006,40,0.2085,5,flax,2011,mixture
1216,0.268,0.370523119,1006,35,0.144,5,flax,2011,mixture
1217,0.394,0.335425522,1006,31,0.144,5,flax,2011,mixture
1218,0.521,0.634773912,1006,32.5,0.2075,5,flax,2011,mixture
1219,0.337,0.341421799,1006,29,0.1505,5,flax,2011,mixture
1220,0.556,0.296356491,1006,34,0.1275,5,flax,2011,mixture
1221,0.313,0.310479434,1006,26,0.15,5,flax,2011,mixture
1222,0.474,0.754490147,167,36,0.2745,5,wheat,2011,mixture
1223,0.4,0.672911056,167,36,0.256,5,wheat,2011,mixture
1224,0.462,0.808097422,167,42,0.265,5,wheat,2011,mixture
1225,0.563,0.532097472,167,35,0.225,5,wheat,2011,mixture
1226,0.349,0.478705029,167,36,0.208,5,wheat,2011,mixture
1227,0.521,0.395068668,167,37,0.1825,5,wheat,2011,mixture
1228,0.343,0.752774242,167,46,0.2425,5,wheat,2011,mixture
1229,0.262,0.48900601,167,32,0.2235,5,wheat,2011,mixture
1230,0.751,0.399303705,167,41,0.1745,5,wheat,2011,mixture
1231,0.624,0.490580198,167,38,0.2055,5,wheat,2011,mixture
1232,0.196,0.881676152,751,32,0.2555,5,flax,2011,mixture
1233,0.246,0.693037841,751,36,0.208,5,flax,2011,mixture
1234,0.332,1.336137766,751,43,0.284,5,flax,2011,mixture
1235,0.335,0.728909894,751,36,0.2145,5,flax,2011,mixture
1236,0.267,0.366099863,751,32,0.1495,5,flax,2011,mixture
1237,0.167,0.438916961,751,34,0.162,5,flax,2011,mixture
1238,0.252,0.696923539,751,40,0.198,5,flax,2011,mixture
1239,0.167,0.408960286,751,31,0.1625,5,flax,2011,mixture
1240,0.339,0.281262317,751,34,0.1235,5,flax,2011,mixture
1241,0.108,0.267620488,751,30.5,0.1265,5,flax,2011,mixture
1242,0.115,0.341416089,869,53,0.1395,5,wheat,2011,mixture
1243,0.141,0.274981265,869,41,0.139,5,wheat,2011,mixture
1244,0.096,0.281581411,869,36,0.1505,5,wheat,2011,mixture
1245,0.165,0.178256888,869,35,0.1155,5,wheat,2011,mixture
1246,0.237,0.608920315,869,42,0.223,5,wheat,2011,mixture
1247,0.158,0.306543504,869,36,0.1585,5,wheat,2011,mixture
1248,0.263,0.339265679,869,34,0.1735,5,wheat,2011,mixture
1249,0.119,0.368228946,869,32,0.188,5,wheat,2011,mixture
1250,0.155,0.30396653,869,39,0.1515,5,wheat,2011,mixture
1251,0.267,0.625012134,869,46,0.2165,5,wheat,2011,mixture
1252,0.087,0.238619774,1653,31,0.117,5,flax,2011,mixture
1253,0.125,0.368415541,1653,35,0.1435,5,flax,2011,mixture
1254,0.408,1.156934449,1653,46,0.2515,5,flax,2011,mixture
1255,0.332,0.32297257,1653,32,0.1385,5,flax,2011,mixture
1256,0.159,0.351724422,1653,35,0.1395,5,flax,2011,mixture
1257,0.534,0.449661329,1653,38.5,0.1545,5,flax,2011,mixture
1258,0.324,0.262798945,1653,26,0.1355,5,flax,2011,mixture
1259,0.263,0.367004159,1653,27,0.163,5,flax,2011,mixture
1260,0.552,0.711413004,1653,40,0.2005,5,flax,2011,mixture
1261,0.314,0.516959727,1653,34,0.179,5,flax,2011,mixture
1262,0.147,0.282916132,453,45,0.135,5,wheat,2011,mixture
1263,0.355,0.837300176,453,48.5,0.252,5,wheat,2011,mixture
1264,0.123,0.269933041,453,23,0.1835,5,wheat,2011,mixture
1265,0.459,0.228495768,453,25,0.159,5,wheat,2011,mixture
1266,0.263,0.254491666,453,26,0.1665,5,wheat,2011,mixture
1267,0.158,0.396845327,453,37,0.183,5,wheat,2011,mixture
1268,0.314,0.63927852,453,46,0.2195,5,wheat,2011,mixture
1269,0.261,0.365683567,453,36,0.1765,5,wheat,2011,mixture
1270,0.512,0.444605448,453,42.5,0.183,5,wheat,2011,mixture
1271,0.243,0.307336856,453,25,0.1905,5,wheat,2011,mixture
1272,0.486,0.889440123,1,44,0.2745,5,wheat,2011,mixture
1273,0.698,1.349278743,1,54.5,0.318,5,wheat,2011,mixture
1274,0.523,0.931210502,41,49,0.2675,5,wheat,2011,mixture
1275,0.247,0.567088684,41,37,0.2275,5,wheat,2011,mixture
1276,0.56,0.955487946,41,50,0.269,5,wheat,2011,mixture
1277,0.216,0.718559261,41,39,0.256,5,wheat,2011,mixture
1278,0.345,0.704979743,41,47,0.2305,5,wheat,2011,mixture
1279,0.189,0.744335332,41,45,0.2435,5,wheat,2011,mixture
1280,0.647,1.028930693,41,44,0.3,5,wheat,2011,mixture
1281,0.523,0.825354983,41,46,0.2565,5,wheat,2011,mixture
1282,0.493,0.598461514,41,45.5,0.212,5,wheat,2011,mixture
1283,0.612,0.502365909,41,43,0.196,5,wheat,2011,mixture
1284,0.469,0.724337767,26,32,0.284,5,wheat,2011,mixture
1285,0.515,0.888777694,26,49,0.26,5,wheat,2011,mixture
1286,0.455,0.919819637,26,49,0.2655,5,wheat,2011,mixture
1287,0.634,0.445849324,26,35,0.202,5,wheat,2011,mixture
1288,0.352,0.321659158,26,37,0.161,5,wheat,2011,mixture
1289,0.404,0.956998259,251,45,0.2265,5,flax,2011,mixture
1290,0.5,1.049672226,251,51.5,0.224,5,flax,2011,mixture
1291,1.01,1.854941539,251,66,0.28,5,flax,2011,mixture
1292,0.863,0.8264979,251,41,0.217,5,flax,2011,mixture
1293,0.527,0.703528819,251,34,0.216,5,flax,2011,mixture
1294,0.394,0.713007531,93,41,0.2485,5,wheat,2011,mixture
1295,0.54,0.87228858,93,40,0.2845,5,wheat,2011,mixture
1296,0.369,0.780739101,93,53,0.231,5,wheat,2011,mixture
1297,0.526,0.603260889,93,36,0.2395,5,wheat,2011,mixture
1298,0.571,0.562858231,93,33.5,0.238,5,wheat,2011,mixture
1299,0.047,1.331654728,598,49,0.2655,5,flax,2011,mixture
1300,0.398,625.1268094,598,48,11.417,5,flax,2011,mixture
1301,0.382,1.023661143,598,48,0.2285,5,flax,2011,mixture
1302,0.269,0.291013965,598,45.5,0.109,5,flax,2011,mixture
1303,0.521,0.642853344,598,35,0.2015,5,flax,2011,mixture
1304,0.742,1.384246195,166,54.5,0.323,5,wheat,2011,mixture
1305,0.482,0.900775878,166,50,0.2595,5,wheat,2011,mixture
