,stem,total,density,height,basediameter,timepoints,species,plantedyear,plantedtype
482,0.015,0.088454243,918,8.5,0.122,2,flax,2011,mixture
483,0.017,0.13294358,918,9,0.152,2,flax,2011,mixture
484,0.052,0.326141075,918,15,0.2035,2,flax,2011,mixture
485,0.08,0.461849368,918,15.5,0.2475,2,flax,2011,mixture
486,0.057,0.21831076,918,17.5,0.1475,2,flax,2011,mixture
487,0.054,0.297942337,918,13.5,0.203,2,flax,2011,mixture
488,0.017,0.063316719,918,8.5,0.0995,2,flax,2011,mixture
489,0.036,0.202222689,918,12,0.17,2,flax,2011,mixture
490,0.018,0.125490469,918,8.5,0.151,2,flax,2011,mixture
491,0.02,0.077474179,918,7,0.124,2,flax,2011,mixture
492,0.144,0.562841752,186,25,0.2755,2,wheat,2011,mixture
493,0.071,0.354985608,186,16,0.26,2,wheat,2011,mixture
494,0.049,0.327785709,186,18,0.2335,2,wheat,2011,mixture
495,0.164,0.589893894,186,25,0.2835,2,wheat,2011,mixture
496,0.198,0.53320921,186,27,0.2565,2,wheat,2011,mixture
497,0.021,0.119415926,1074,8.5,0.1465,2,flax,2011,mixture
498,0.014,0.082587318,1074,8.5,0.117,2,flax,2011,mixture
499,0.021,0.165597399,1074,12,0.1505,2,flax,2011,mixture
500,0.043,0.238159046,1074,15,0.168,2,flax,2011,mixture
501,0.013,0.10811744,1074,9,0.134,2,flax,2011,mixture
502,0.011,0.070432035,1074,7,0.117,2,flax,2011,mixture
503,0.023,0.146808706,1074,10.5,0.1495,2,flax,2011,mixture
504,0.024,0.1234066,1074,11.5,0.1285,2,flax,2011,mixture
505,0.018,0.084220137,1074,9.5,0.112,2,flax,2011,mixture
506,0.038,0.147062899,1074,13,0.1345,2,flax,2011,mixture
507,0.208,0.800407633,256,32.5,0.2995,2,wheat,2011,mixture
508,0.281,0.847329595,256,31,0.3175,2,wheat,2011,mixture
509,0.229,0.536287762,256,25,0.2675,2,wheat,2011,mixture
510,0.186,0.610482969,256,29.5,0.2665,2,wheat,2011,mixture
511,0.3,0.806149955,256,31,0.308,2,wheat,2011,mixture
512,0.012,0.050483674,576,7,0.0955,2,flax,2011,mixture
513,0.02,0.08299044,576,9.5,0.111,2,flax,2011,mixture
514,0.016,0.055336289,576,10,0.0845,2,flax,2011,mixture
515,0.015,0.079947181,576,9.5,0.1085,2,flax,2011,mixture
516,0.009,0.078574524,576,8.5,0.1135,2,flax,2011,mixture
517,0.012,0.063642837,576,9,0.097,2,flax,2011,mixture
518,0.015,0.110265495,576,9.5,0.132,2,flax,2011,mixture
519,0.015,0.066355013,576,9,0.0995,2,flax,2011,mixture
520,0.021,0.073538941,576,10,0.1005,2,flax,2011,mixture
521,0.014,0.043284589,576,7.5,0.084,2,flax,2011,mixture
522,0.212,0.540240799,400,32,0.2375,2,wheat,2011,mixture
523,0.118,0.297290967,400,22,0.199,2,wheat,2011,mixture
524,0.141,0.352190992,400,25,0.207,2,wheat,2011,mixture
525,0.108,0.305179561,400,26,0.186,2,wheat,2011,mixture
526,0.165,0.338778779,400,22,0.2155,2,wheat,2011,mixture
527,0.087,0.22194653,400,20.5,0.1725,2,wheat,2011,mixture
528,0.078,0.259259501,400,20,0.192,2,wheat,2011,mixture
529,0.151,0.299299232,400,20.5,0.207,2,wheat,2011,mixture
530,0.12,0.287344076,400,21,0.1995,2,wheat,2011,mixture
531,0.226,0.546434992,400,30,0.247,2,wheat,2011,mixture
532,0.431,1.806393427,250,31,0.402,3,flax,2011,mixture
533,0.301,1.565871137,250,39,0.3285,3,flax,2011,mixture
534,0.31,1.086556024,250,35,0.2775,3,flax,2011,mixture
535,0.108,0.41234973,250,27,0.175,3,flax,2011,mixture
536,0.172,0.650816074,250,31.5,0.214,3,flax,2011,mixture
537,0.553,1.062766263,104,39,0.325,3,wheat,2011,mixture
538,0.758,0.793673811,104,39,0.272,3,wheat,2011,mixture
539,0.771,0.890209612,104,37,0.2995,3,wheat,2011,mixture
540,0.444,0.98025861,104,37.5,0.3155,3,wheat,2011,mixture
541,0.613,0.73927393,104,42,0.251,3,wheat,2011,mixture
542,0.286,1.263928979,438,34.5,0.3065,3,flax,2011,mixture
543,0.296,1.25906377,438,32,0.3175,3,flax,2011,mixture
544,0.272,0.842683629,438,24,0.287,3,flax,2011,mixture
545,0.206,0.909636239,438,35,0.249,3,flax,2011,mixture
546,0.353,1.561964322,438,39,0.328,3,flax,2011,mixture
547,0.519,0.881487099,60,46,0.267,3,wheat,2011,mixture
548,0.821,1.065499822,60,43,0.31,3,wheat,2011,mixture
549,0.25,0.43819756,60,25,0.2365,3,wheat,2011,mixture
550,0.433,0.705212045,60,29,0.2935,3,wheat,2011,mixture
551,0.448,0.745931043,60,34,0.2805,3,wheat,2011,mixture
552,0.156,0.578093294,582,30,0.204,3,flax,2011,mixture
553,0.205,1.031097076,582,28,0.3005,3,flax,2011,mixture
554,0.218,0.744034177,582,34,0.2235,3,flax,2011,mixture
555,0.372,1.668133173,582,42,0.329,3,flax,2011,mixture
556,0.241,1.28173266,582,30,0.3315,3,flax,2011,mixture
557,0.507,0.74875859,134,43,0.25,3,wheat,2011,mixture
558,0.376,0.583923061,134,31.5,0.251,3,wheat,2011,mixture
559,0.633,1.092970796,134,48,0.298,3,wheat,2011,mixture
560,0.584,1.017992853,134,46,0.2915,3,wheat,2011,mixture
561,0.539,0.712615165,134,37,0.2615,3,wheat,2011,mixture
562,0.048,0.6431537,539,34,0.2045,3,flax,2011,mixture
563,0.135,0.533164752,539,29,0.1975,3,flax,2011,mixture
564,0.134,0.63251733,539,31,0.212,3,flax,2011,mixture
565,0.204,0.609882862,539,32.5,0.2025,3,flax,2011,mixture
566,0.165,0.649430686,539,30,0.219,3,flax,2011,mixture
567,0.178,0.706603461,539,34.5,0.215,3,flax,2011,mixture
568,0.108,0.463964515,539,25.5,0.1935,3,flax,2011,mixture
569,0.101,0.367989306,539,25.5,0.168,3,flax,2011,mixture
570,0.1,0.370534841,539,28,0.161,3,flax,2011,mixture
571,0.052,0.198308019,539,21.5,0.1255,3,flax,2011,mixture
572,0.486,0.755890479,174,43.5,0.25,3,wheat,2011,mixture
573,0.618,0.860401193,174,44,0.269,3,wheat,2011,mixture
574,0.621,0.818269583,174,37,0.2845,3,wheat,2011,mixture
575,0.119,0.947389103,174,46,0.279,3,wheat,2011,mixture
576,0.464,0.706680123,174,35,0.2675,3,wheat,2011,mixture
577,0.454,0.891802652,174,34.5,0.3105,3,wheat,2011,mixture
578,1.036,1.074131368,174,40,0.323,3,wheat,2011,mixture
579,0.385,0.73002186,174,33,0.281,3,wheat,2011,mixture
580,0.405,0.752484086,174,34,0.282,3,wheat,2011,mixture
581,0.538,0.928281165,174,40,0.2955,3,wheat,2011,mixture
582,0.069,0.235106554,1270,28,0.122,3,flax,2011,mixture
583,0.048,0.228088656,1270,25.5,0.1255,3,flax,2011,mixture
584,0.053,0.308783958,1270,26,0.1495,3,flax,2011,mixture
585,0.044,0.164528018,1270,24,0.106,3,flax,2011,mixture
586,0.044,0.148561934,1270,19.5,0.1105,3,flax,2011,mixture
587,0.045,0.30196457,1270,24,0.1535,3,flax,2011,mixture
588,0.015,0.058142773,1270,12,0.0795,3,flax,2011,mixture
589,0.164,0.601512098,1270,30,0.209,3,flax,2011,mixture
590,0.064,0.427197995,1270,25.5,0.184,3,flax,2011,mixture
591,0.044,0.325424615,1270,20,0.176,3,flax,2011,mixture
592,0.268,0.591507246,1104,40,0.2245,3,wheat,2011,mixture
593,0.27,0.59390296,1104,37,0.234,3,wheat,2011,mixture
594,0.338,0.54725419,1104,43,0.2065,3,wheat,2011,mixture
595,0.253,0.67580837,1104,40,0.2435,3,wheat,2011,mixture
596,0.2,0.58074321,1104,40,0.222,3,wheat,2011,mixture
597,0.387,0.566960771,1104,42,0.2135,3,wheat,2011,mixture
598,0.176,0.355269849,1104,41,0.1625,3,wheat,2011,mixture
599,0.279,0.51926457,1104,39,0.21,3,wheat,2011,mixture
600,0.577,0.844553518,1104,50,0.2495,3,wheat,2011,mixture
601,0.436,0.744129532,1104,46.5,0.2395,3,wheat,2011,mixture
602,0.086,0.426980852,1286,31.5,0.1655,3,flax,2011,mixture
603,0.078,0.327396067,1286,25,0.158,3,flax,2011,mixture
604,0.06,0.312815794,1286,23.5,0.1585,3,flax,2011,mixture
605,0.07,0.339563539,1286,29,0.15,3,flax,2011,mixture
606,0.066,0.257568876,1286,25,0.1365,3,flax,2011,mixture
607,0.031,0.158563682,1286,21.5,0.1095,3,flax,2011,mixture
608,0.049,0.226218943,1286,20,0.141,3,flax,2011,mixture
609,0.055,0.32072818,1286,26,0.153,3,flax,2011,mixture
610,0.051,0.220727746,1286,24.5,0.1255,3,flax,2011,mixture
611,0.077,0.280355158,1286,21.5,0.155,3,flax,2011,mixture
612,0.312,0.442235295,216,35,0.201,3,wheat,2011,mixture
613,0.465,0.723735209,216,35.5,0.2695,3,wheat,2011,mixture
614,0.19,0.44314383,216,26,0.2335,3,wheat,2011,mixture
615,0.264,0.337627013,216,40.5,0.1585,3,wheat,2011,mixture
616,0.329,0.553788678,216,43,0.208,3,wheat,2011,mixture
617,0.352,0.527399677,216,39,0.212,3,wheat,2011,mixture
618,0.294,0.463700533,216,36,0.204,3,wheat,2011,mixture
619,0.261,0.517238511,216,39,0.2095,3,wheat,2011,mixture
620,0.219,0.440432587,216,35,0.2005,3,wheat,2011,mixture
621,0.298,0.511130703,216,35.5,0.218,3,wheat,2011,mixture
622,0.099,0.453055795,458,28,0.182,3,flax,2011,mixture
623,0.281,1.281092627,458,40,0.287,3,flax,2011,mixture
624,0.165,0.619477355,458,35,0.197,3,flax,2011,mixture
625,0.484,1.699696588,458,40,0.341,3,flax,2011,mixture
626,0.541,2.23123679,458,38,0.413,3,flax,2011,mixture
627,0.45,0.79814472,148,40,0.2695,3,wheat,2011,mixture
628,0.746,0.905279249,148,42,0.284,3,wheat,2011,mixture
629,0.744,0.838596551,148,33.5,0.3035,3,wheat,2011,mixture
630,0.298,0.844264257,148,34,0.3025,3,wheat,2011,mixture
631,0.382,0.816949866,148,41,0.27,3,wheat,2011,mixture
632,0.256,0.943980659,536,42,0.2325,3,flax,2011,mixture
633,0.125,0.570805261,536,32,0.196,3,flax,2011,mixture
634,0.063,0.325506775,536,27,0.1515,3,flax,2011,mixture
635,0.101,0.585020784,536,29,0.209,3,flax,2011,mixture
636,0.066,0.354169242,536,27,0.1595,3,flax,2011,mixture
637,0.46,0.648800353,260,33,0.2615,3,wheat,2011,mixture
638,0.732,1.020778678,260,43,0.302,3,wheat,2011,mixture
639,0.836,1.099398808,260,49,0.296,3,wheat,2011,mixture
640,0.562,0.788189999,260,42,0.261,3,wheat,2011,mixture
641,0.505,0.85816556,260,38,0.289,3,wheat,2011,mixture
642,0.281,1.292091775,576,40,0.2885,3,flax,2011,mixture
643,0.211,1.070440863,576,39,0.2605,3,flax,2011,mixture
644,0.459,1.103235781,576,40,0.262,3,flax,2011,mixture
645,0.088,0.432823438,576,28,0.177,3,flax,2011,mixture
646,0.085,0.551805117,576,26,0.213,3,flax,2011,mixture
647,0.902,1.173877934,218,51.5,0.3005,3,wheat,2011,mixture
648,0.422,1.067127593,218,46,0.3,3,wheat,2011,mixture
649,0.641,0.943786961,218,40,0.2985,3,wheat,2011,mixture
650,0.568,0.693415787,218,39,0.2505,3,wheat,2011,mixture
651,0.327,0.501448586,218,41,0.2005,3,wheat,2011,mixture
652,0.223,1.071281016,1050,32.5,0.2855,3,flax,2011,mixture
653,0.104,0.559533354,1050,28,0.207,3,flax,2011,mixture
654,0.164,0.75689046,1050,32.5,0.231,3,flax,2011,mixture
655,0.104,0.650140112,1050,27,0.231,3,flax,2011,mixture
656,0.053,0.262600979,1050,23,0.144,3,flax,2011,mixture
657,0.092,0.408293338,1050,24,0.1845,3,flax,2011,mixture
658,0.085,0.477564184,1050,24,0.203,3,flax,2011,mixture
659,0.096,0.466044556,1050,24,0.2,3,flax,2011,mixture
660,0.093,0.284305339,1050,27,0.1395,3,flax,2011,mixture
661,0.079,0.42976445,1050,21,0.2035,3,flax,2011,mixture
662,0.332,0.537739229,170,32.5,0.235,3,wheat,2011,mixture
663,0.582,0.671144769,170,34,0.263,3,wheat,2011,mixture
664,0.536,0.701653043,170,31,0.283,3,wheat,2011,mixture
665,0.895,1.278933763,170,55.5,0.305,3,wheat,2011,mixture
666,0.274,0.571293069,170,38,0.2255,3,wheat,2011,mixture
667,0.404,0.654532171,170,38,0.245,3,wheat,2011,mixture
668,0.621,0.975392854,170,46,0.284,3,wheat,2011,mixture
669,0.545,0.799472263,170,31.5,0.304,3,wheat,2011,mixture
670,0.467,0.735059998,170,35,0.274,3,wheat,2011,mixture
671,0.733,0.998072904,170,34,0.335,3,wheat,2011,mixture
672,0.038,0.163809304,710,16.5,0.1275,3,flax,2011,mixture
673,0.074,0.291020697,710,27,0.1415,3,flax,2011,mixture
674,0.043,0.175525041,710,21.5,0.1165,3,flax,2011,mixture
675,0.032,0.19345556,710,19,0.1315,3,flax,2011,mixture
676,0.019,0.1026456,710,13.5,0.106,3,flax,2011,mixture
677,0.025,0.121662958,710,16,0.108,3,flax,2011,mixture
678,0.023,0.117386046,710,14.5,0.111,3,flax,2011,mixture
679,0.056,0.204411937,710,24,0.121,3,flax,2011,mixture
680,0.069,0.287583342,710,24,0.149,3,flax,2011,mixture
681,0.029,0.174395142,710,17,0.1305,3,flax,2011,mixture
682,0.14,0.392959849,868,26,0.217,3,wheat,2011,mixture
683,0.155,0.276503192,868,39,0.143,3,wheat,2011,mixture
684,0.513,0.717468084,868,46,0.2355,3,wheat,2011,mixture
685,0.232,0.469232205,868,38,0.2,3,wheat,2011,mixture
686,0.235,0.416330093,868,41,0.179,3,wheat,2011,mixture
687,0.204,0.371663374,868,38,0.1735,3,wheat,2011,mixture
688,0.142,0.273360941,868,41,0.1385,3,wheat,2011,mixture
689,0.372,0.640588692,868,32,0.2635,3,wheat,2011,mixture
690,0.214,0.380824411,868,42,0.1675,3,wheat,2011,mixture
691,0.183,0.442235295,868,35,0.201,3,wheat,2011,mixture
692,0.053,0.216801324,1980,26,0.1205,3,flax,2011,mixture
693,0.094,0.330808958,1980,27,0.153,3,flax,2011,mixture
694,0.027,0.14858451,1980,16,0.122,3,flax,2011,mixture
695,0.059,0.230309864,1980,25,0.1275,3,flax,2011,mixture
696,0.042,0.24335736,1980,23.5,0.136,3,flax,2011,mixture
697,0.052,0.250655341,1980,19,0.154,3,flax,2011,mixture
698,0.121,0.572516455,1980,31,0.1995,3,flax,2011,mixture
699,0.071,0.328288389,1980,23,0.165,3,flax,2011,mixture
700,0.083,0.304634176,1980,27,0.1455,3,flax,2011,mixture
701,0.026,0.109044804,1980,14,0.108,3,flax,2011,mixture
702,0.079,0.157146434,460,29,0.1175,3,wheat,2011,mixture
703,0.473,0.881620671,460,39,0.29,3,wheat,2011,mixture
704,0.567,0.721907416,460,35,0.271,3,wheat,2011,mixture
705,0.325,0.630608279,460,38,0.2395,3,wheat,2011,mixture
706,0.462,0.65480167,460,41.5,0.2345,3,wheat,2011,mixture
707,0.643,0.889578711,460,36,0.3035,3,wheat,2011,mixture
708,0.394,0.604576271,460,45,0.2145,3,wheat,2011,mixture
709,0.352,0.712214148,460,28,0.3005,3,wheat,2011,mixture
710,0.153,0.297560539,460,38,0.1515,3,wheat,2011,mixture
711,0.506,0.882379698,460,36,0.302,3,wheat,2011,mixture
712,0.115,0.497107718,256,23,0.2125,3,flax,2011,mixture
713,0.116,0.621403027,256,26,0.229,3,flax,2011,mixture
714,0.12,0.513387598,256,29,0.193,3,flax,2011,mixture
715,0.194,0.801888519,256,31,0.245,3,flax,2011,mixture
716,0.524,1.985902558,256,45,0.3535,3,flax,2011,mixture
717,0.859,1.329329817,100,50,0.329,3,wheat,2011,mixture
718,0.602,1.055109364,100,40,0.3195,3,wheat,2011,mixture
719,0.433,0.732943814,100,38,0.2625,3,wheat,2011,mixture
720,0.665,1.258381561,100,52,0.312,3,wheat,2011,mixture
721,0.654,0.912189461,100,50,0.2615,3,wheat,2011,mixture
722,0.225,1.01380773,578,43,0.24,3,flax,2011,mixture
723,0.171,0.664629532,578,37,0.2,3,flax,2011,mixture
724,0.413,1.423872767,578,39,0.31,3,flax,2011,mixture
725,0.13,0.611962828,578,32,0.2045,3,flax,2011,mixture
726,0.117,0.410187693,578,31.5,0.1615,3,flax,2011,mixture
727,0.416,0.631486508,166,35.5,0.248,3,wheat,2011,mixture
728,0.426,0.718480879,166,44,0.241,3,wheat,2011,mixture
729,0.518,1.037461383,166,43,0.305,3,wheat,2011,mixture
730,0.346,0.694425906,166,38,0.254,3,wheat,2011,mixture
731,0.342,0.731906744,166,42.5,0.248,3,wheat,2011,mixture
732,0.167,0.731376944,756,33,0.2245,3,flax,2011,mixture
733,0.624,1.858982338,756,38,0.3695,3,flax,2011,mixture
734,0.18,0.859205514,756,34,0.244,3,flax,2011,mixture
735,0.354,1.423106363,756,40,0.306,3,flax,2011,mixture
736,0.069,0.375338954,756,20,0.192,3,flax,2011,mixture
737,0.634,0.902666888,310,42,0.2835,3,wheat,2011,mixture
738,0.934,1.349072766,310,45.5,0.348,3,wheat,2011,mixture
739,0.856,1.128206134,310,43,0.321,3,wheat,2011,mixture
740,0.83,1.056505513,310,50,0.286,3,wheat,2011,mixture
741,0.822,0.911461991,310,46,0.2725,3,wheat,2011,mixture
742,0.085,0.335494837,1662,24.5,0.162,3,flax,2011,mixture
743,0.068,0.31709289,1662,26.5,0.1505,3,flax,2011,mixture
744,0.037,0.190567013,1662,20,0.127,3,flax,2011,mixture
745,0.111,0.444626392,1662,31,0.171,3,flax,2011,mixture
746,0.202,0.914844832,1662,31,0.2655,3,flax,2011,mixture
747,0.155,0.706827352,1662,35,0.2135,3,flax,2011,mixture
748,0.068,0.329367709,1662,26,0.1555,3,flax,2011,mixture
749,0.072,0.221244914,1662,26,0.122,3,flax,2011,mixture
750,0.193,0.782817391,1662,33,0.234,3,flax,2011,mixture
751,0.213,0.586782669,1662,27,0.217,3,flax,2011,mixture
752,0.408,0.785511926,130,37,0.2775,3,wheat,2011,mixture
753,0.472,0.837368389,130,40,0.2775,3,wheat,2011,mixture
754,0.146,0.373951652,130,30,0.196,3,wheat,2011,mixture
755,0.645,0.842088207,130,39,0.282,3,wheat,2011,mixture
756,0.388,0.590854441,130,33,0.247,3,wheat,2011,mixture
757,0.23,0.838428001,1476,33,0.244,3,flax,2011,mixture
758,0.236,1.014895087,1476,40,0.249,3,flax,2011,mixture
759,0.041,0.308914016,1476,20,0.1705,3,flax,2011,mixture
760,0.09,0.313703282,1476,24.5,0.1555,3,flax,2011,mixture
761,0.128,0.427697419,1476,31,0.167,3,flax,2011,mixture
762,0.076,0.356775633,1476,25,0.1665,3,flax,2011,mixture
763,0.148,0.530127711,1476,33,0.1845,3,flax,2011,mixture
764,0.328,1.42692191,1476,40,0.3065,3,flax,2011,mixture
765,0.093,0.485338426,1476,29,0.1865,3,flax,2011,mixture
766,0.174,0.687135737,1476,33.5,0.2145,3,flax,2011,mixture
767,0.357,0.608540953,388,37,0.2375,3,wheat,2011,mixture
768,0.637,0.829893251,388,31,0.3135,3,wheat,2011,mixture
769,0.327,0.943786961,388,40,0.2985,3,wheat,2011,mixture
770,0.417,0.602348272,388,40,0.227,3,wheat,2011,mixture
771,0.265,0.367067548,388,37,0.1745,3,wheat,2011,mixture
772,0.163,0.459195651,798,28,0.1835,3,flax,2011,mixture
773,0.034,0.206200783,798,14.5,0.1565,3,flax,2011,mixture
774,0.035,0.106726821,798,19,0.0915,3,flax,2011,mixture
775,0.123,0.341513327,798,27,0.156,3,flax,2011,mixture
776,0.042,0.217083117,798,20,0.1375,3,flax,2011,mixture
777,0.072,0.299418861,798,22,0.1595,3,flax,2011,mixture
778,0.038,0.20428838,798,20,0.1325,3,flax,2011,mixture
779,0.093,0.454167444,798,32,0.1705,3,flax,2011,mixture
780,0.098,0.410109548,798,24,0.185,3,flax,2011,mixture
781,0.03,0.135870079,798,14,0.1235,3,flax,2011,mixture
782,0.148,0.254675066,658,17,0.206,3,wheat,2011,mixture
783,0.174,0.402035456,658,36,0.187,3,wheat,2011,mixture
784,0.213,0.434868823,658,37,0.1935,3,wheat,2011,mixture
785,0.37,0.677527142,658,42,0.238,3,wheat,2011,mixture
786,0.201,0.453050641,658,33.5,0.2085,3,wheat,2011,mixture
787,0.201,0.383626868,658,34,0.187,3,wheat,2011,mixture
788,0.307,0.490106491,658,35,0.214,3,wheat,2011,mixture
789,0.228,0.393690053,658,41,0.173,3,wheat,2011,mixture
790,0.437,0.803102408,658,42,0.264,3,wheat,2011,mixture
791,0.397,0.676607083,658,35,0.2605,3,wheat,2011,mixture
792,2.357,5.631085311,250,57,0.593,4,flax,2011,mixture
793,0.119,0.373613595,250,29,0.159,4,flax,2011,mixture
794,1.107,2.035719764,250,39,0.3855,4,flax,2011,mixture
795,0.131,0.453743438,250,29,0.179,4,flax,2011,mixture
796,0.145,0.362120999,250,35,0.142,4,flax,2011,mixture
797,0.379,0.648581973,104,32,0.2655,4,wheat,2011,mixture
798,1.113,1.459084713,104,43,0.3755,4,wheat,2011,mixture
799,0.995,1.671752662,104,52,0.371,4,wheat,2011,mixture
800,0.315,0.298671977,104,40,0.148,4,wheat,2011,mixture
801,0.717,0.905764877,104,33,0.3205,4,wheat,2011,mixture
802,0.745,1.83333576,429,42,0.3485,4,flax,2011,mixture
803,1.816,2.319113798,429,43,0.3975,4,flax,2011,mixture
804,0.507,0.745465317,429,45,0.1945,4,flax,2011,mixture
805,0.15,0.245610662,429,36,0.1105,4,flax,2011,mixture
806,0.084,0.204339427,429,28,0.112,4,flax,2011,mixture
807,0.378,0.675023882,56,37,0.253,4,wheat,2011,mixture
808,0.328,0.495156543,56,39,0.204,4,wheat,2011,mixture
809,0.18,0.312646291,56,25,0.1925,4,wheat,2011,mixture
810,0.373,0.593446202,56,32,0.2515,4,wheat,2011,mixture
811,0.255,0.398625095,56,37,0.1835,4,wheat,2011,mixture
812,0.401,0.68260414,577,39,0.198,4,flax,2011,mixture
813,0.303,0.886665171,577,41,0.2265,4,flax,2011,mixture
814,0.301,0.578580203,577,42,0.1725,4,flax,2011,mixture
815,0.741,1.780578408,577,41,0.3465,4,flax,2011,mixture
816,0.281,0.757969483,577,32,0.233,4,flax,2011,mixture
817,0.359,0.452211619,130,42,0.186,4,wheat,2011,mixture
818,0.474,0.614668898,130,41,0.227,4,wheat,2011,mixture
819,0.603,0.916164452,130,44,0.2795,4,wheat,2011,mixture
820,0.457,0.7044568,130,28,0.2985,4,wheat,2011,mixture
821,0.762,1.135028433,130,44,0.3185,4,wheat,2011,mixture
822,0.189,0.405620275,533,37,0.148,4,flax,2011,mixture
823,0.383,1.115732351,533,46,0.246,4,flax,2011,mixture
824,0.024,0.026421432,533,23,0.0355,4,flax,2011,mixture
825,0.131,0.348849273,533,37,0.135,4,flax,2011,mixture
826,0.08,0.235524774,533,33,0.1125,4,flax,2011,mixture
827,0.091,0.247038693,533,31,0.1195,4,flax,2011,mixture
828,0.166,0.520383848,533,38,0.17,4,flax,2011,mixture
829,0.081,0.271185052,533,32,0.1245,4,flax,2011,mixture
830,0.09,0.281787789,533,33,0.1255,4,flax,2011,mixture
831,0.114,0.254789617,533,36,0.113,4,flax,2011,mixture
832,0.353,0.465930941,174,35,0.2075,4,wheat,2011,mixture
833,0.352,0.382690525,174,42,0.168,4,wheat,2011,mixture
834,0.307,0.53730563,174,31,0.2405,4,wheat,2011,mixture
835,0.405,0.503517983,174,29,0.239,4,wheat,2011,mixture
836,0.256,0.245810844,174,35,0.1405,4,wheat,2011,mixture
837,0.122,0.231628668,174,35,0.1355,4,wheat,2011,mixture
838,0.42,0.402990327,174,45,0.1675,4,wheat,2011,mixture
839,0.557,0.790121821,174,49,0.242,4,wheat,2011,mixture
840,0.163,0.289877343,174,33,0.16,4,wheat,2011,mixture
841,0.18,0.332551079,174,31,0.1795,4,wheat,2011,mixture
842,0.051,0.107236693,1289,25,0.08,4,flax,2011,mixture
843,0.173,0.327459945,1289,34,0.1355,4,flax,2011,mixture
844,0.537,0.84022073,1289,49,0.2005,4,flax,2011,mixture
845,0.104,0.255997511,1289,28,0.1285,4,flax,2011,mixture
846,0.032,0.085673157,1289,20,0.078,4,flax,2011,mixture
847,0.165,0.279948974,1289,33,0.125,4,flax,2011,mixture
848,0.368,0.659276093,1289,44,0.1825,4,flax,2011,mixture
849,0.03,0.065142089,1289,20,0.066,4,flax,2011,mixture
850,0.078,0.205124574,1289,26,0.1165,4,flax,2011,mixture
851,0.024,0.038445332,1289,16,0.0535,4,flax,2011,mixture
852,0.292,0.426511412,1085,46,0.1715,4,wheat,2011,mixture
853,0.082,0.044418552,1085,35,0.0495,4,wheat,2011,mixture
854,0.076,0.029481491,1085,38,0.037,4,wheat,2011,mixture
855,0.233,0.455048448,1085,47,0.1765,4,wheat,2011,mixture
856,0.57,0.943441695,1085,57,0.25,4,wheat,2011,mixture
857,0.303,0.449281113,1085,52,0.1665,4,wheat,2011,mixture
858,0.283,0.384557421,1085,49,0.156,4,wheat,2011,mixture
859,0.411,0.470846367,1085,51,0.173,4,wheat,2011,mixture
860,0.15,0.147662483,1085,42,0.094,4,wheat,2011,mixture
861,0.204,0.212913201,1085,42,0.1175,4,wheat,2011,mixture
862,0.069,0.165869875,1301,34,0.0895,4,flax,2011,mixture
863,0.164,0.42666922,1301,41,0.145,4,flax,2011,mixture
864,0.143,0.255594943,1301,34,0.1165,4,flax,2011,mixture
865,0.034,0.07543546,1301,28,0.061,4,flax,2011,mixture
866,0.06,0.185995518,1301,37,0.092,4,flax,2011,mixture
867,0.049,0.136723362,1301,32,0.082,4,flax,2011,mixture
868,0.028,0.061767551,1301,28,0.054,4,flax,2011,mixture
869,0.063,0.184693709,1301,33,0.097,4,flax,2011,mixture
870,0.059,0.114970436,1301,29,0.0775,4,flax,2011,mixture
871,0.123,0.394116571,1301,38,0.1435,4,flax,2011,mixture
872,0.356,0.54208168,216,46,0.1985,4,wheat,2011,mixture
873,0.25,0.542879271,216,49,0.1925,4,wheat,2011,mixture
874,0.23,0.330781883,216,45,0.1485,4,wheat,2011,mixture
875,0.203,0.213917558,216,32,0.135,4,wheat,2011,mixture
876,0.183,0.30816571,216,41,0.149,4,wheat,2011,mixture
877,0.562,0.717662482,216,42,0.2465,4,wheat,2011,mixture
878,0.093,0.088571405,216,34,0.0765,4,wheat,2011,mixture
879,0.459,0.58399309,216,47,0.2055,4,wheat,2011,mixture
880,0.358,0.431211584,216,32,0.207,4,wheat,2011,mixture
881,0.165,0.206938038,216,35,0.1265,4,wheat,2011,mixture
882,0.476,0.954985556,433,54,0.2065,4,flax,2011,mixture
883,0.642,1.221420222,433,52,0.2445,4,flax,2011,mixture
884,0.942,1.933595148,433,42,0.36,4,flax,2011,mixture
885,0.757,1.03199803,433,54,0.2165,4,flax,2011,mixture
886,0.26,0.496379647,433,44,0.1535,4,flax,2011,mixture
887,0.345,0.503343252,132,33,0.224,4,wheat,2011,mixture
888,0.736,1.013911276,132,45,0.294,4,wheat,2011,mixture
889,0.892,1.020778678,132,43,0.302,4,wheat,2011,mixture
890,0.262,0.499143454,132,39,0.205,4,wheat,2011,mixture
891,0.4,0.454559716,132,33,0.2105,4,wheat,2011,mixture
892,1.394,1.608383609,536,43,0.318,4,flax,2011,mixture
893,0.477,0.903712142,536,50,0.2075,4,flax,2011,mixture
894,0.093,0.211943515,536,36,0.101,4,flax,2011,mixture
895,0.049,0.122531891,536,27,0.0835,4,flax,2011,mixture
896,0.742,2.15406522,536,55,0.336,4,flax,2011,mixture
897,0.445,0.621956408,249,51,0.205,4,wheat,2011,mixture
