"","stem","total","density","timepoints","species","plantedyear","plantedtype","height","diameter"
"38",0.082,0.547485297430029,3.55555555555556,1,"soybean","2015","monoculture",9,0.35
"39",0.079,0.486653597715581,3.55555555555556,1,"soybean","2015","monoculture",8,0.35
"40",0.075,0.402234096071042,3.55555555555556,1,"soybean","2015","monoculture",9,0.3
"41",0.043,0.223463386706134,3.55555555555556,1,"soybean","2015","monoculture",5,0.3
"42",0.05,0.262879845194577,3.55555555555556,1,"soybean","2015","monoculture",7,0.275
"43",0.084,0.357541418729815,3.55555555555556,1,"soybean","2015","monoculture",8,0.3
"44",0.08,0.446926773412269,4.88888888888889,1,"soybean","2015","monoculture",10,0.3
"45",0.076,0.402234096071042,4.88888888888889,1,"soybean","2015","monoculture",9,0.3
"46",0.038,0.178770709364907,4.88888888888889,1,"soybean","2015","monoculture",4,0.3
"47",0.064,0.357541418729815,4.88888888888889,1,"soybean","2015","monoculture",8,0.3
"48",0.07,0.367162758990773,4.88888888888889,1,"soybean","2015","monoculture",7,0.325
"49",0.064,0.419614581703741,4.88888888888889,1,"soybean","2015","monoculture",8,0.325
"50",0.0546,0.119180472909938,4.88888888888889,1,"soybean","2015","monoculture",6,0.2
"51",0.063,0.367162758990773,4.88888888888889,1,"soybean","2015","monoculture",7,0.325
"52",0.096,0.524518227129676,4.88888888888889,1,"soybean","2015","monoculture",10,0.325
"53",0.055,0.262879845194577,4,1,"soybean","2015","monoculture",7,0.275
"54",0.067,0.419614581703741,4,1,"soybean","2015","monoculture",8,0.325
"55",0.087,0.419614581703741,4,1,"soybean","2015","monoculture",8,0.325
"56",0.052,0.367162758990773,4,1,"soybean","2015","monoculture",7,0.325
"57",0.072,0.419614581703741,4,1,"soybean","2015","monoculture",8,0.325
"58",0.074,0.419614581703741,4,1,"soybean","2015","monoculture",8,0.325
"59",0.062,0.262879845194577,4,1,"soybean","2015","monoculture",7,0.275
"60",0.074,0.419614581703741,4,1,"soybean","2015","monoculture",8,0.325
"61",0.069,0.357541418729815,4,1,"soybean","2015","monoculture",8,0.3
"62",0.074,0.419614581703741,5.33333333333333,1,"soybean","2015","monoculture",8,0.325
"63",0.06,0.312848741388588,5.33333333333333,1,"soybean","2015","monoculture",7,0.3
"64",0.087,0.628490775111003,5.33333333333333,1,"soybean","2015","monoculture",9,0.375
"65",0.081,0.547485297430029,5.33333333333333,1,"soybean","2015","monoculture",9,0.35
"66",0.058,0.262879845194577,5.33333333333333,1,"soybean","2015","monoculture",7,0.275
"67",0.065,0.357541418729815,5.33333333333333,1,"soybean","2015","monoculture",8,0.3
"68",0.088,0.635629188853004,5.33333333333333,1,"soybean","2015","monoculture",8,0.4
"69",0.084,0.402234096071042,5.33333333333333,1,"soybean","2015","monoculture",9,0.3
"70",0.091,0.635629188853004,5.33333333333333,1,"soybean","2015","monoculture",8,0.4
"71",0.054,0.402234096071042,5.77777777777778,1,"soybean","2015","monoculture",9,0.3
"72",0.06,0.312848741388588,5.77777777777778,1,"soybean","2015","monoculture",7,0.3
"73",0.033,0.150217054396901,5.77777777777778,1,"soybean","2015","monoculture",4,0.275
"74",0.058,0.312848741388588,5.77777777777778,1,"soybean","2015","monoculture",7,0.3
"75",0.04,0.119180472909938,5.77777777777778,1,"soybean","2015","monoculture",6,0.2
"76",0.082,0.402234096071042,5.77777777777778,1,"soybean","2015","monoculture",9,0.3
"77",0.055,0.217256070408742,5.77777777777778,1,"soybean","2015","monoculture",7,0.25
"78",0.091,0.375542635992253,5.77777777777778,1,"soybean","2015","monoculture",10,0.275
"79",0.082,0.402234096071042,5.77777777777778,1,"soybean","2015","monoculture",9,0.3
"80",0.035,0.150217054396901,5.77777777777778,1,"soybean","2015","monoculture",4,0.275
"81",0.088,0.524518227129676,5.77777777777778,1,"soybean","2015","monoculture",10,0.325
"82",0.031,0.10055852401776,5.77777777777778,1,"soybean","2015","monoculture",4,0.225
"83",0.087,0.669148696858924,5.77777777777778,1,"soybean","2015","monoculture",11,0.35
"84",0.073,0.472066404416709,5.77777777777778,1,"soybean","2015","monoculture",9,0.325
"85",0.084,0.472066404416709,5.77777777777778,1,"soybean","2015","monoculture",9,0.325
"86",0.108,0.794536486066255,5.77777777777778,1,"soybean","2015","monoculture",10,0.4
"87",0.079,0.472066404416709,5.77777777777778,1,"soybean","2015","monoculture",9,0.325
"88",0.058,0.268156064047361,5.77777777777778,1,"soybean","2015","monoculture",6,0.3
"89",0.072,0.357541418729815,5.77777777777778,1,"soybean","2015","monoculture",8,0.3
"90",0.092,0.446926773412269,5.77777777777778,1,"soybean","2015","monoculture",10,0.3
"91",0.051,0.268156064047361,5.33333333333333,1,"soybean","2015","monoculture",6,0.3
"92",0.074,0.357541418729815,5.33333333333333,1,"soybean","2015","monoculture",8,0.3
"93",0.094,0.547485297430029,5.33333333333333,1,"soybean","2015","monoculture",9,0.35
"94",0.094,0.446926773412269,5.33333333333333,1,"soybean","2015","monoculture",10,0.3
"95",0.053,0.268156064047361,5.33333333333333,1,"soybean","2015","monoculture",6,0.3
"96",0.06,0.262879845194577,5.33333333333333,1,"soybean","2015","monoculture",7,0.275
"97",0.074,0.446926773412269,5.33333333333333,1,"soybean","2015","monoculture",10,0.3
"98",0.061,0.300434108793803,5.33333333333333,1,"soybean","2015","monoculture",8,0.275
"99",0.069,0.357541418729815,5.33333333333333,1,"soybean","2015","monoculture",8,0.3
"100",0.088,0.357541418729815,5.33333333333333,1,"soybean","2015","monoculture",8,0.3
"101",0.054,0.314710936277806,10.2222222222222,1,"soybean","2015","monoculture",6,0.325
"102",0.067,0.486653597715581,10.2222222222222,1,"soybean","2015","monoculture",8,0.35
"103",0.079,0.402234096071042,10.2222222222222,1,"soybean","2015","monoculture",9,0.3
"104",0.056,0.314710936277806,10.2222222222222,1,"soybean","2015","monoculture",6,0.325
"105",0.085,0.419614581703741,10.2222222222222,1,"soybean","2015","monoculture",8,0.325
"106",0.087,0.357541418729815,10.2222222222222,1,"soybean","2015","monoculture",8,0.3
"107",0.077,0.419614581703741,10.2222222222222,1,"soybean","2015","monoculture",8,0.325
"108",0.076,0.472066404416709,10.2222222222222,1,"soybean","2015","monoculture",9,0.325
"109",0.108,0.472066404416709,10.2222222222222,1,"soybean","2015","monoculture",9,0.325
"110",0.115,0.524518227129676,10.2222222222222,1,"soybean","2015","monoculture",10,0.325
"111",0.103,0.524518227129676,8.88888888888889,1,"soybean","2015","monoculture",10,0.325
"112",0.074,0.419614581703741,8.88888888888889,1,"soybean","2015","monoculture",8,0.325
"113",0.08,0.635629188853004,8.88888888888889,1,"soybean","2015","monoculture",8,0.4
"114",0.078,0.576970049842644,8.88888888888889,1,"soybean","2015","monoculture",11,0.325
"115",0.069,0.314710936277806,8.88888888888889,1,"soybean","2015","monoculture",6,0.325
"116",0.063,0.314710936277806,8.88888888888889,1,"soybean","2015","monoculture",6,0.325
"117",0.077,0.419614581703741,8.88888888888889,1,"soybean","2015","monoculture",8,0.325
"118",0.062,0.312848741388588,8.88888888888889,1,"soybean","2015","monoculture",7,0.3
"119",0.043,0.223463386706134,8.88888888888889,1,"soybean","2015","monoculture",5,0.3
"120",0.089,1.0055852401776,8.88888888888889,1,"soybean","2015","monoculture",10,0.45
"121",0.09,0.491619450753495,9.77777777777778,1,"soybean","2015","monoculture",11,0.3
"122",0.033,0.124146325947852,9.77777777777778,1,"soybean","2015","monoculture",4,0.25
"123",0.032,0.134078032023681,9.77777777777778,1,"soybean","2015","monoculture",3,0.3
"124",0.079,0.402234096071042,9.77777777777778,1,"soybean","2015","monoculture",9,0.3
"125",0.067,0.357541418729815,9.77777777777778,1,"soybean","2015","monoculture",8,0.3
"126",0.105,0.608316997144477,9.77777777777778,1,"soybean","2015","monoculture",10,0.35
"127",0.07,0.312848741388588,9.77777777777778,1,"soybean","2015","monoculture",7,0.3
"128",0.056,0.225325581595352,9.77777777777778,1,"soybean","2015","monoculture",6,0.275
"129",0.092,0.472066404416709,9.77777777777778,1,"soybean","2015","monoculture",9,0.325
"130",0.081,0.486653597715581,9.77777777777778,1,"soybean","2015","monoculture",8,0.35
"131",0.082,0.547485297430029,5.33333333333333,1,"soybean","2015","monoculture",9,0.35
"132",0.072,0.357541418729815,5.33333333333333,1,"soybean","2015","monoculture",8,0.3
"133",0.06,0.262879845194577,5.33333333333333,1,"soybean","2015","monoculture",7,0.275
"134",0.027,0.111731693353067,5.33333333333333,1,"soybean","2015","monoculture",2.5,0.3
"135",0.051,0.225325581595352,5.33333333333333,1,"soybean","2015","monoculture",6,0.275
"136",0.063,0.367162758990773,5.33333333333333,1,"soybean","2015","monoculture",7,0.325
"137",0.056,0.314710936277806,5.33333333333333,1,"soybean","2015","monoculture",6,0.325
"138",0.053,0.268156064047361,5.33333333333333,1,"soybean","2015","monoculture",6,0.3
"139",0.068,0.300434108793803,5.33333333333333,1,"soybean","2015","monoculture",8,0.275
"140",0.067,0.248292651895705,5.33333333333333,1,"soybean","2015","monoculture",8,0.25
"141",0.077,0.425821898001134,8.88888888888889,1,"soybean","2015","monoculture",7,0.35
"142",0.098,0.69832308345667,8.88888888888889,1,"soybean","2015","monoculture",10,0.375
"143",0.082,0.419614581703741,8.88888888888889,1,"soybean","2015","monoculture",8,0.325
"144",0.095,0.608316997144477,8.88888888888889,1,"soybean","2015","monoculture",10,0.35
"145",0.065,0.312848741388588,8.88888888888889,1,"soybean","2015","monoculture",7,0.3
"146",0.055,0.268156064047361,8.88888888888889,1,"soybean","2015","monoculture",6,0.3
"147",0.067,0.364990198286686,8.88888888888889,1,"soybean","2015","monoculture",6,0.35
"148",0.069,0.357541418729815,8.88888888888889,1,"soybean","2015","monoculture",8,0.3
"149",0.075,0.367162758990773,8.88888888888889,1,"soybean","2015","monoculture",7,0.325
"150",0.051,0.225325581595352,8.88888888888889,1,"soybean","2015","monoculture",6,0.275
"151",0.074,0.300434108793803,8.88888888888889,1,"soybean","2015","monoculture",8,0.275
"152",0.062,0.312848741388588,4,1,"soybean","2015","monoculture",7,0.3
"153",0.06,0.268156064047361,4,1,"soybean","2015","monoculture",6,0.3
"154",0.058,0.314710936277806,4,1,"soybean","2015","monoculture",6,0.325
"155",0.089,0.446926773412269,4,1,"soybean","2015","monoculture",10,0.3
"156",0.062,0.312848741388588,4,1,"soybean","2015","monoculture",7,0.3
"157",0.079,0.419614581703741,4,1,"soybean","2015","monoculture",8,0.325
"158",0.09,0.547485297430029,4,1,"soybean","2015","monoculture",9,0.35
"159",0.056,0.268156064047361,4,1,"soybean","2015","monoculture",6,0.3
"160",0.083,0.300434108793803,4,1,"soybean","2015","monoculture",8,0.275
"161",0.079,0.402234096071042,9.33333333333333,1,"soybean","2015","monoculture",9,0.3
"162",0.088,0.524518227129676,9.33333333333333,1,"soybean","2015","monoculture",10,0.325
"163",0.069,0.419614581703741,9.33333333333333,1,"soybean","2015","monoculture",8,0.325
"164",0.064,0.248292651895705,9.33333333333333,1,"soybean","2015","monoculture",8,0.25
"165",0.077,0.486653597715581,9.33333333333333,1,"soybean","2015","monoculture",8,0.35
"166",0.049,0.268156064047361,9.33333333333333,1,"soybean","2015","monoculture",6,0.3
"167",0.053,0.268156064047361,9.33333333333333,1,"soybean","2015","monoculture",6,0.3
"168",0.087,0.547485297430029,9.33333333333333,1,"soybean","2015","monoculture",9,0.35
"169",0.071,0.402234096071042,9.33333333333333,1,"soybean","2015","monoculture",9,0.3
"170",0.047,0.223463386706134,9.33333333333333,1,"soybean","2015","monoculture",5,0.3
"171",0.141,0.608316997144477,9.33333333333333,1,"soybean","2015","monoculture",10,0.35
"172",0.06,0.312848741388588,11.1111111111111,1,"soybean","2015","monoculture",7,0.3
"173",0.079,0.402234096071042,11.1111111111111,1,"soybean","2015","monoculture",9,0.3
"174",0.072,0.357541418729815,11.1111111111111,1,"soybean","2015","monoculture",8,0.3
"175",0.047,0.187771317996127,11.1111111111111,1,"soybean","2015","monoculture",5,0.275
"176",0.087,0.547485297430029,11.1111111111111,1,"soybean","2015","monoculture",9,0.35
"177",0.099,0.576970049842644,11.1111111111111,1,"soybean","2015","monoculture",11,0.325
"178",0.097,0.524518227129676,11.1111111111111,1,"soybean","2015","monoculture",10,0.325
"179",0.074,0.446926773412269,11.1111111111111,1,"soybean","2015","monoculture",10,0.3
"180",0.062,0.312848741388588,11.1111111111111,1,"soybean","2015","monoculture",7,0.3
"181",0.062,0.312848741388588,11.1111111111111,1,"soybean","2015","monoculture",7,0.3
"182",0.035,0.150217054396901,11.1111111111111,1,"soybean","2015","monoculture",4,0.275
"183",0.04,0.150837786026641,11.1111111111111,1,"soybean","2015","monoculture",6,0.225
"184",0.064,0.357541418729815,11.1111111111111,1,"soybean","2015","monoculture",8,0.3
"185",0.104,0.357541418729815,11.1111111111111,1,"soybean","2015","monoculture",8,0.3
"186",0.079,0.472066404416709,9.33333333333333,1,"soybean","2015","monoculture",9,0.325
"187",0.067,0.367162758990773,9.33333333333333,1,"soybean","2015","monoculture",7,0.325
"188",0.064,0.367162758990773,9.33333333333333,1,"soybean","2015","monoculture",7,0.325
"189",0.098,0.608316997144477,9.33333333333333,1,"soybean","2015","monoculture",10,0.35
"190",0.077,0.357541418729815,9.33333333333333,1,"soybean","2015","monoculture",8,0.3
"191",0.092,0.472066404416709,9.33333333333333,1,"soybean","2015","monoculture",9,0.325
"192",0.089,0.446926773412269,9.33333333333333,1,"soybean","2015","monoculture",10,0.3
"193",0.07,0.472066404416709,9.33333333333333,1,"soybean","2015","monoculture",9,0.325
"194",0.105,0.873990134672881,9.33333333333333,1,"soybean","2015","monoculture",11,0.4
"195",0.075,0.402234096071042,9.33333333333333,1,"soybean","2015","monoculture",9,0.3
"196",0.032,0.134078032023681,8,1,"soybean","2015","monoculture",3,0.3
"197",0.079,0.486653597715581,8,1,"soybean","2015","monoculture",8,0.35
"198",0.067,0.312848741388588,8,1,"soybean","2015","monoculture",7,0.3
"199",0.077,0.486653597715581,8,1,"soybean","2015","monoculture",8,0.35
"200",0.076,0.402234096071042,8,1,"soybean","2015","monoculture",9,0.3
"201",0.09,0.576970049842644,8,1,"soybean","2015","monoculture",11,0.325
"202",0.095,0.628490775111003,8,1,"soybean","2015","monoculture",9,0.375
"203",0.075,0.488826158419669,8,1,"soybean","2015","monoculture",7,0.375
"204",0.074,0.486653597715581,8,1,"soybean","2015","monoculture",8,0.35
"205",0.137,0.472066404416709,8,1,"soybean","2015","monoculture",9,0.325
"206",0.056,0.225325581595352,9.33333333333333,1,"soybean","2015","monoculture",6,0.275
"207",0.06,0.367162758990773,9.33333333333333,1,"soybean","2015","monoculture",7,0.325
"208",0.062,0.312848741388588,9.33333333333333,1,"soybean","2015","monoculture",7,0.3
"209",0.072,0.367162758990773,9.33333333333333,1,"soybean","2015","monoculture",7,0.325
"210",0.049,0.268156064047361,9.33333333333333,1,"soybean","2015","monoculture",6,0.3
"211",0.044,0.178770709364907,9.33333333333333,1,"soybean","2015","monoculture",4,0.3
"212",0.074,0.419614581703741,9.33333333333333,1,"soybean","2015","monoculture",8,0.325
"213",0.072,0.425821898001134,9.33333333333333,1,"soybean","2015","monoculture",7,0.35
"214",0.062,0.367162758990773,9.33333333333333,1,"soybean","2015","monoculture",7,0.325
"215",0.072,0.488826158419669,9.33333333333333,1,"soybean","2015","monoculture",7,0.375
"216",0.088,0.402234096071042,9.33333333333333,1,"soybean","2015","monoculture",9,0.3
"217",0.067,0.357541418729815,10.6666666666667,1,"soybean","2015","monoculture",8,0.3
"218",0.088,0.524518227129676,10.6666666666667,1,"soybean","2015","monoculture",10,0.325
"219",0.09,0.472066404416709,10.6666666666667,1,"soybean","2015","monoculture",9,0.325
"220",0.075,0.367162758990773,10.6666666666667,1,"soybean","2015","monoculture",7,0.325
"221",0.06,0.268156064047361,10.6666666666667,1,"soybean","2015","monoculture",6,0.3
"222",0.051,0.262259113564838,10.6666666666667,1,"soybean","2015","monoculture",5,0.325
"223",0.072,0.357541418729815,10.6666666666667,1,"soybean","2015","monoculture",8,0.3
"224",0.047,0.223463386706134,10.6666666666667,1,"soybean","2015","monoculture",5,0.3
"225",0.079,0.357541418729815,10.6666666666667,1,"soybean","2015","monoculture",8,0.3
"226",0.078,0.402234096071042,10.6666666666667,1,"soybean","2015","monoculture",9,0.3
"227",0.082,0.419614581703741,12.4444444444444,1,"soybean","2015","monoculture",8,0.325
"228",0.08,0.419614581703741,12.4444444444444,1,"soybean","2015","monoculture",8,0.325
"229",0.08,0.419614581703741,12.4444444444444,1,"soybean","2015","monoculture",8,0.325
"230",0.072,0.312848741388588,12.4444444444444,1,"soybean","2015","monoculture",7,0.3
"231",0.049,0.150837786026641,12.4444444444444,1,"soybean","2015","monoculture",6,0.225
"232",0.077,0.357541418729815,12.4444444444444,1,"soybean","2015","monoculture",8,0.3
"233",0.062,0.312848741388588,12.4444444444444,1,"soybean","2015","monoculture",7,0.3
"234",0.06,0.312848741388588,12.4444444444444,1,"soybean","2015","monoculture",7,0.3
"235",0.074,0.419614581703741,12.4444444444444,1,"soybean","2015","monoculture",8,0.325
"236",0.069,0.418993850074002,12.4444444444444,1,"soybean","2015","monoculture",6,0.375
"237",0.048,0.53817432298394,12.4444444444444,1,"soybean","2015","monoculture",6,0.425
"238",0.055,0.268156064047361,11.1111111111111,1,"soybean","2015","monoculture",6,0.3
"239",0.084,0.472066404416709,11.1111111111111,1,"soybean","2015","monoculture",9,0.325
"240",0.062,0.312848741388588,11.1111111111111,1,"soybean","2015","monoculture",7,0.3
"241",0.067,0.312848741388588,11.1111111111111,1,"soybean","2015","monoculture",7,0.3
"242",0.074,0.419614581703741,11.1111111111111,1,"soybean","2015","monoculture",8,0.325
"243",0.053,0.268156064047361,11.1111111111111,1,"soybean","2015","monoculture",6,0.3
"244",0.101,0.547485297430029,11.1111111111111,1,"soybean","2015","monoculture",9,0.35
"245",0.047,0.225325581595352,11.1111111111111,1,"soybean","2015","monoculture",6,0.275
"246",0.07,0.367162758990773,11.1111111111111,1,"soybean","2015","monoculture",7,0.325
"247",0.097,0.402234096071042,11.1111111111111,1,"soybean","2015","monoculture",9,0.3
"248",0.067,0.367162758990773,16,1,"soybean","2015","monoculture",7,0.325
"249",0.07,0.425821898001134,16,1,"soybean","2015","monoculture",7,0.35
"250",0.053,0.349161541728335,16,1,"soybean","2015","monoculture",5,0.375
"251",0.09,0.472066404416709,16,1,"soybean","2015","monoculture",9,0.325
"252",0.053,0.304158498572238,16,1,"soybean","2015","monoculture",5,0.35
"253",0.093,0.486653597715581,16,1,"soybean","2015","monoculture",8,0.35
"254",0.034,0.134078032023681,16,1,"soybean","2015","monoculture",3,0.3
"255",0.067,0.312848741388588,16,1,"soybean","2015","monoculture",7,0.3
"256",0.075,0.488826158419669,16,1,"soybean","2015","monoculture",7,0.375
"257",0.052,0.262879845194577,16,1,"soybean","2015","monoculture",7,0.275
"258",0.082,0.419614581703741,19.5555555555556,1,"soybean","2015","monoculture",8,0.325
"259",0.053,0.150837786026641,19.5555555555556,1,"soybean","2015","monoculture",6,0.225
"260",0.084,0.472066404416709,19.5555555555556,1,"soybean","2015","monoculture",9,0.325
"261",0.032,0.10055852401776,19.5555555555556,1,"soybean","2015","monoculture",4,0.225
"262",0.07,0.488826158419669,19.5555555555556,1,"soybean","2015","monoculture",7,0.375
"263",0.025,0.104903645425935,19.5555555555556,1,"soybean","2015","monoculture",2,0.325
"264",0.077,0.312848741388588,19.5555555555556,1,"soybean","2015","monoculture",7,0.3
"265",0.044,0.125698155022201,19.5555555555556,1,"soybean","2015","monoculture",5,0.225
"266",0.072,0.488826158419669,19.5555555555556,1,"soybean","2015","monoculture",7,0.375
"267",0.132,0.576970049842644,19.5555555555556,1,"soybean","2015","monoculture",11,0.325
"268",0.03,0.0794536486066255,17.7777777777778,1,"soybean","2015","monoculture",4,0.2
"269",0.084,0.558658466765336,17.7777777777778,1,"soybean","2015","monoculture",8,0.375
"270",0.067,0.312848741388588,17.7777777777778,1,"soybean","2015","monoculture",7,0.3
"271",0.062,0.268156064047361,17.7777777777778,1,"soybean","2015","monoculture",6,0.3
"272",0.071,0.357541418729815,17.7777777777778,1,"soybean","2015","monoculture",8,0.3
"273",0.074,0.486653597715581,17.7777777777778,1,"soybean","2015","monoculture",8,0.35
"274",0.067,0.312848741388588,17.7777777777778,1,"soybean","2015","monoculture",7,0.3
"275",0.078,0.279329233382668,17.7777777777778,1,"soybean","2015","monoculture",9,0.25
"276",0.072,0.419614581703741,17.7777777777778,1,"soybean","2015","monoculture",8,0.325
"277",0.077,0.486653597715581,12.4444444444444,1,"soybean","2015","monoculture",8,0.35
"278",0.055,0.304158498572238,12.4444444444444,1,"soybean","2015","monoculture",5,0.35
"279",0.046,0.243326798857791,12.4444444444444,1,"soybean","2015","monoculture",4,0.35
"280",0.074,0.425821898001134,12.4444444444444,1,"soybean","2015","monoculture",7,0.35
"281",0.067,0.314710936277806,12.4444444444444,1,"soybean","2015","monoculture",6,0.325
"282",0.072,0.357541418729815,12.4444444444444,1,"soybean","2015","monoculture",8,0.3
"283",0.072,0.627870043481263,12.4444444444444,1,"soybean","2015","monoculture",7,0.425
"284",0.037,0.209496925037001,12.4444444444444,1,"soybean","2015","monoculture",3,0.375
"285",0.037,0.209496925037001,12.4444444444444,1,"soybean","2015","monoculture",3,0.375
"286",0.055,0.419614581703741,12.4444444444444,1,"soybean","2015","monoculture",8,0.325
"287",0.827,0.556175540246379,14.6666666666667,1,"soybean","2015","monoculture",7,0.4
"288",0.105,0.669148696858924,14.6666666666667,1,"soybean","2015","monoculture",11,0.35
"289",0.053,0.304158498572238,14.6666666666667,1,"soybean","2015","monoculture",5,0.35
"290",0.088,0.635629188853004,14.6666666666667,1,"soybean","2015","monoculture",8,0.4
"291",0.09,0.547485297430029,14.6666666666667,1,"soybean","2015","monoculture",9,0.35
"292",0.064,0.418993850074002,14.6666666666667,1,"soybean","2015","monoculture",6,0.375
"293",0.08,0.419614581703741,14.6666666666667,1,"soybean","2015","monoculture",8,0.325
"294",0.037,0.209496925037001,14.6666666666667,1,"soybean","2015","monoculture",3,0.375
"295",0.047,0.223463386706134,14.6666666666667,1,"soybean","2015","monoculture",5,0.3
"296",0.03,0.0931097444608893,14.6666666666667,1,"soybean","2015","monoculture",3,0.25
"297",0.082,0.419614581703741,20.8888888888889,1,"soybean","2015","monoculture",8,0.325
"298",0.095,0.547485297430029,20.8888888888889,1,"soybean","2015","monoculture",9,0.35
"299",0.074,0.357541418729815,20.8888888888889,1,"soybean","2015","monoculture",8,0.3
"300",0.072,0.357541418729815,20.8888888888889,1,"soybean","2015","monoculture",8,0.3
"301",0.051,0.225325581595352,20.8888888888889,1,"soybean","2015","monoculture",6,0.275
"302",0.093,0.486653597715581,20.8888888888889,1,"soybean","2015","monoculture",8,0.35
"303",0.087,0.425821898001134,20.8888888888889,1,"soybean","2015","monoculture",7,0.35
"304",0.066,0.248292651895705,20.8888888888889,1,"soybean","2015","monoculture",8,0.25
"305",0.069,0.248292651895705,20.8888888888889,1,"soybean","2015","monoculture",8,0.25
"306",0.14,0.896957204973233,20.8888888888889,1,"soybean","2015","monoculture",10,0.425
"307",0.127,0.71508283745963,22.6666666666667,1,"soybean","2015","monoculture",9,0.4
"308",0.051,0.186219488921779,22.6666666666667,1,"soybean","2015","monoculture",6,0.25
"309",0.055,0.217256070408742,22.6666666666667,1,"soybean","2015","monoculture",7,0.25
"310",0.043,0.243326798857791,22.6666666666667,1,"soybean","2015","monoculture",4,0.35
"311",0.034,0.182495099143343,22.6666666666667,1,"soybean","2015","monoculture",3,0.35
"312",0.062,0.225325581595352,22.6666666666667,1,"soybean","2015","monoculture",6,0.275
"313",0.074,0.357541418729815,22.6666666666667,1,"soybean","2015","monoculture",8,0.3
"314",0.04,0.178770709364907,22.6666666666667,1,"soybean","2015","monoculture",4,0.3
"315",0.062,0.225325581595352,22.6666666666667,1,"soybean","2015","monoculture",6,0.275
"316",0.065,0.364990198286686,22.6666666666667,1,"soybean","2015","monoculture",6,0.35
"317",0.07,0.425821898001134,18.6666666666667,1,"soybean","2015","monoculture",7,0.35
"318",0.075,0.367162758990773,18.6666666666667,1,"soybean","2015","monoculture",7,0.325
"319",0.093,0.628490775111003,18.6666666666667,1,"soybean","2015","monoculture",9,0.375
"320",0.075,0.425821898001134,18.6666666666667,1,"soybean","2015","monoculture",7,0.35
"321",0.086,0.310365814869631,18.6666666666667,1,"soybean","2015","monoculture",10,0.25
"322",0.085,0.628490775111003,18.6666666666667,1,"soybean","2015","monoculture",9,0.375
