,stem,total,density,height,basediameter,timepoints,species,plantedyear,plantedtype
930,0.236,0.482640714,731,47,0.146,5,flax,2011,mixture
931,0.513,0.887779349,731,46,0.214,5,flax,2011,mixture
932,0.352,0.483745643,731,39,0.1605,5,flax,2011,mixture
933,0.267,0.458583019,731,37,0.1595,5,flax,2011,mixture
934,0.511,0.387552049,731,35,0.148,5,flax,2011,mixture
935,0.671,1.173532896,731,42,0.2655,5,flax,2011,mixture
936,0.184,1.424576237,731,57,0.2565,5,flax,2011,mixture
937,0.136,0.991038429,731,42,0.2395,5,flax,2011,mixture
938,1.478,7.650407307,261,66,0.664,5,corn,2011,mixture
939,1.637,2.50416251,261,34,0.5075,5,corn,2011,mixture
940,2.359,0.957173629,261,30.5,0.3195,5,corn,2011,mixture
941,0.863,1.554828371,659,45,0.3045,5,flax,2011,mixture
942,0.221,0.618144579,659,48,0.168,5,flax,2011,mixture
943,0.272,0.742984883,659,56,0.174,5,flax,2011,mixture
944,0.267,0.516060294,659,43,0.159,5,flax,2011,mixture
945,0.315,0.488856899,659,40,0.1595,5,flax,2011,mixture
946,0.182,0.211504832,659,37,0.0995,5,flax,2011,mixture
947,0.371,0.43253049,659,32,0.1655,5,flax,2011,mixture
948,0.265,0.408700644,659,40,0.143,5,flax,2011,mixture
949,0.358,0.283627747,659,31,0.13,5,flax,2011,mixture
950,0.147,0.440410431,659,35,0.16,5,flax,2011,mixture
951,0.585,2.843005494,543,58,0.416,5,corn,2011,mixture
952,0.569,1.581245572,543,52,0.3205,5,corn,2011,mixture
953,0.723,0.864561057,543,24,0.341,5,corn,2011,mixture
954,0.376,0.89302582,1517,52,0.202,5,flax,2011,mixture
955,0.279,0.61158164,1517,46,0.1705,5,flax,2011,mixture
956,0.068,0.216043002,1517,43,0.0935,5,flax,2011,mixture
957,0.183,0.213250688,1517,37,0.1,5,flax,2011,mixture
958,0.262,0.33459435,1517,26,0.157,5,flax,2011,mixture
959,0.345,0.435461858,1517,38,0.1525,5,flax,2011,mixture
960,0.092,0.318944959,1517,39,0.1245,5,flax,2011,mixture
961,0.115,0.090250472,1517,24,0.0735,5,flax,2011,mixture
962,0.167,0.066960792,1517,21,0.0655,5,flax,2011,mixture
963,0.289,0.111890121,1517,27,0.079,5,flax,2011,mixture
964,0.302,2.808835027,537,63.5,0.395,5,corn,2011,mixture
965,0.216,0.923768761,537,26,0.3395,5,corn,2011,mixture
966,0.834,0.549305396,537,34,0.2245,5,corn,2011,mixture
967,0.06,0.210388113,2113,43,0.092,5,flax,2011,mixture
968,0.072,0.211914409,2113,42,0.0935,5,flax,2011,mixture
969,0.084,0.292616828,2113,43,0.1125,5,flax,2011,mixture
970,0.069,0.243574381,2113,35,0.1115,5,flax,2011,mixture
971,0.037,0.370583402,2113,36,0.142,5,flax,2011,mixture
972,0.029,0.091758034,2113,27,0.07,5,flax,2011,mixture
973,0.086,0.134338622,2113,26,0.09,5,flax,2011,mixture
974,0.109,0.125066084,2113,25.5,0.087,5,flax,2011,mixture
975,0.302,0.092067872,2113,20,0.0815,5,flax,2011,mixture
976,0.067,0.132754815,2113,24,0.093,5,flax,2011,mixture
